512.369443889735,470.851628631071,676.761967970995,455.270317477,515.557389624677,506.684257734347,434.288363023411,588.365501527055,538.355825319485,632.228588069716,569.19068759676,472.432200929794,571.126617093263,490.233286400658,496.583853533689
513.323476558356,473.236932857717,674.894351704899,456.232894594792,516.928238961072,509.055350326447,434.864187229385,590.176925250324,538.946019250401,632.445267922508,569.463261912746,473.358999116837,568.999810863338,491.761049563086,495.043659169333
513.190757790079,474.98275999257,672.578966493516,457.365291604321,518.707805603675,511.695326514271,436.069521501629,591.496559199519,539.505570982346,632.262372339002,569.752527020191,474.1761852588,555.472718948547,493.334994135212,491.071388431721
511.240985319208,477.388623180449,671.314240632699,458.67501641455,521.587261090145,515.142986121837,437.454529023527,592.310530073327,540.016630749332,632.049651612627,569.765382574882,475.389624497865,552.829018176014,495.092515718697,488.326661948231
511.391212320747,479.405676580665,671.537122673939,460.125085810205,523.729764626021,518.866636517049,438.955668904433,593.041327706198,540.680334544762,631.905259141493,569.741236158227,476.491670352464,550.518127495369,496.970301793807,486.360747694778
512.223716070169,481.035480800229,671.522492525723,461.709647049349,526.145658818113,521.75151335542,440.56209743011,593.239664488938,541.826384401086,631.757196030709,569.234550973472,477.462249021283,548.043746789445,498.795793245573,484.992122027235
452.874726636758,483.912390990239,671.296952272964,463.378727050023,528.902614235332,524.851309636061,442.225159445643,593.670733952168,540.681627496775,631.785740647357,568.72307236022,478.322923774614,545.751166810458,500.652183857178,483.488567637342
455.326665578749,485.324231568266,670.339656228052,465.134168008447,532.283966330856,526.995842320027,443.65660147623,594.558655358545,541.176545851079,632.005299335828,568.607578764148,478.985747975296,543.501662538863,502.829002740619,482.126227830996
456.745791544358,486.676539067339,668.783938003326,466.834513557005,536.225965577077,527.748427298714,445.129570785666,595.545616522622,540.606027389838,632.290209595271,568.838935730618,479.834604734218,540.794909762635,505.053074833776,481.068109780363
458.538463831503,489.09748771792,666.244189872441,468.836572645194,540.487152414844,527.858716663792,446.579909102923,596.734315578787,540.624323873712,632.682256259051,569.888815724311,480.814500765656,537.869596250873,507.394114841559,480.166749648926
